,platform,video_id,video_url,video_title,video_core_content,video_target_sentiment,video_highlight,comment,commonsense,sarcasm_label,sarcasm_type,reasoning,predicted_label,predicted_type,predicted_type_fixed
10,tiktok,7628919104874892562,https://www.tiktok.com/@trugduccafein/video/7628919104874892562?is_from_webapp=1,Tuyển dụng nhân sự cho Muội Boutique Retreat =))) #trugduc #fyp #muoi...,"Video là một đoạn talking head kết hợp skit tại khu vực sân trước của quán Muội Coffee. Chủ quán ngồi nói về tiêu chí tuyển dụng của quán, trong khi phía sau có một cậu bé liên tục trồng cây chuối, giữ thăng bằng và nhào lộn. Video cũng cắt sang cảnh một bạn nữ cầm nhiều huy chương vàng, được giới thiệu như một thành viên có thành tích thể thao. Phụ đề tiếng Việt chạy khớp theo lời nói, có highlight các từ khóa chính như “tiêu chí tuyển dụng”, “rất đơn giản”, “hơn 20 cái huy chương”. Góc quay chủ yếu là chính diện người nói, xen kẽ các cảnh cận huy chương và cảnh quay xoay để bắt động tác nhào lộn phía sau. Âm thanh là lời nói trực tiếp tiếng Việt với nhịp kể đều, kèm tiếng động hiện trường trong quán.",positive,Bối cảnh sân trước Muội Coffee; chủ quán nói về tuyển dụng; phía sau có cậu bé nhào lộn; một nhân viên cầm nhiều huy chương vàng; phụ đề tiếng Việt highlight từ khóa theo lời nói.,biết phun lửa thì sao ạ,"Câu 'biết phun lửa thì sao ạ' là một cách nói về việc có một kỹ năng hoặc khả năng đặc biệt. Trong video, có một cậu bé đang thực hiện các động tác nhào lộn và giữ thăng bằng, có thể liên quan đến ý tưởng về việc có những kỹ năng hoặc khả năng đặc biệt.",Non-Sarcastic,,"Câu hỏi đùa vui, đề xuất kỹ năng xiếc để hùa theo ngữ cảnh tuyển dụng kỳ lạ, không phải mỉa mai.",Sarcastic,Rhetorical Question,Rhetorical Question
11,tiktok,7628192889352293653,https://www.tiktok.com/@beatnow275/video/7628192889352293653?is_from_webapp=1,Khổ chú #beatnow #beatnetwork #beatnews,"Video kể lại câu chuyện về quán lẩu gà Mạc Thị ở Phật Sơn, Quảng Đông, Trung Quốc bỗng trở nên nổi tiếng và thu hút rất đông khách. Ông chủ quán nhiều lần khuyên khách đừng đến vì quán quá đông, nhưng lượng khách vẫn tăng khiến cả gia đình phải tham gia hỗ trợ phục vụ. Video cho thấy cảnh khách xếp hàng, bãi xe đông, con cái của chủ quán chặt gà, ghi đơn và chính quyền địa phương hỗ trợ cải thiện đường sá để đón khách du lịch. Giọng đọc tiếng Việt kể lại câu chuyện với nhịp nhanh, nhấn mạnh việc một quán ăn bình dân bỗng trở thành điểm đến nổi bật. Text overlay dùng chữ in hoa để nêu các chi tiết như “không ngon đâu đừng đến” và “con trai lái Land Rover vẫn phải về chặt gà”.",neutral,Quán ăn bình dân ở Quảng Đông đông khách bất ngờ; ông chủ khuyên khách không đến nhưng quán vẫn quá tải; gia đình chủ quán tham gia phục vụ; chính quyền hỗ trợ làm đường và điều phối du lịch địa phương.,lãnh đạo bên họ nhanh nhạy thật,Câu 'lãnh đạo bên họ nhanh nhạy thật' là một cách nói về sự nhanh nhạy của lãnh đạo chính quyền địa phương trong việc hỗ trợ quán lẩu gà Mạc Thị. Điều này cho thấy sự thành công của quán đã được hỗ trợ bởi sự nhanh nhạy của lãnh đạo.,Non-Sarcastic,,"Lời khen trực tiếp sự nhanh nhạy của chính quyền, không mang tính mỉa mai.",Non-Sarcastic,,
12,youtube,HyDxRTBnwNM,https://www.youtube.com/watch?v=HyDxRTBnwNM,Huyền Thoại Đa Tình Páp-Lô Pi-Cát-Xô,"Video hoạt hình vẽ tay mang phong cách hài hước và châm biếm, kể về cuộc đời, sự nghiệp nghệ thuật vĩ đại đan xen với cuộc sống tình cảm vô cùng phức tạp, đào hoa và đầy scandal của danh họa người Tây Ban Nha Pablo Picasso. Giới thiệu xuất thân, thời thơ ấu và tài năng hội họa thiên bẩm bộc lộ từ rất sớm của Picasso, tạo tiền đề cho hành trình trở thành danh họa thế giới. Quá trình sáng tạo nghệ thuật qua các thời kỳ mang tính bước ngoặt lịch sử: Thời kỳ Xanh lam (Blue Period), Thời kỳ Hoa hồng (Rose Period) và đỉnh cao là việc đồng sáng lập trường phái Lập thể (Cubism). Đi sâu vào góc khuất đời tư, thói trăng hoa 'thay người yêu như thay áo', các mối quan hệ tình cảm phức tạp và những vụ bê bối 'cắm sừng' chấn động của ông. Tóm tắt di sản nghệ thuật khổng lồ nhưng đầy tranh cãi của Picasso, cùng góc nhìn mỉa mai của hậu thế về sự tương phản lớn giữa tài năng kiệt xuất và nhân cách đời tư.",neutral,"Giải thích về trường phái lập thể, các giai đoạn nghệ thuật (Xanh lam, Hoa hồng) và thói đa tình, ""cắm sừng"" của Picasso.",animation vừa mặn vừa khắm rất dễ tiếp thu kiến thức kiểu này :face_with_tears_of_joy:,Từ 'animation' trong tiếng Anh có nghĩa là hoạt hình. Video về cuộc đời và sự nghiệp của Pablo Picasso được trình bày dưới dạng hoạt hình giúp người xem dễ dàng tiếp thu kiến thức về ông.,Non-Sarcastic,,"Bình luận khen ngợi thực sự phong cách hài hước và bóc trần sự thật của video, không có mâu thuẫn hay khen ngợi giả tạo.",Non-Sarcastic,,
13,youtube,HyDxRTBnwNM,https://www.youtube.com/watch?v=HyDxRTBnwNM,Huyền Thoại Đa Tình Páp-Lô Pi-Cát-Xô,"Video hoạt hình vẽ tay mang phong cách hài hước và châm biếm, kể về cuộc đời, sự nghiệp nghệ thuật vĩ đại đan xen với cuộc sống tình cảm vô cùng phức tạp, đào hoa và đầy scandal của danh họa người Tây Ban Nha Pablo Picasso. Giới thiệu xuất thân, thời thơ ấu và tài năng hội họa thiên bẩm bộc lộ từ rất sớm của Picasso, tạo tiền đề cho hành trình trở thành danh họa thế giới. Quá trình sáng tạo nghệ thuật qua các thời kỳ mang tính bước ngoặt lịch sử: Thời kỳ Xanh lam (Blue Period), Thời kỳ Hoa hồng (Rose Period) và đỉnh cao là việc đồng sáng lập trường phái Lập thể (Cubism). Đi sâu vào góc khuất đời tư, thói trăng hoa 'thay người yêu như thay áo', các mối quan hệ tình cảm phức tạp và những vụ bê bối 'cắm sừng' chấn động của ông. Tóm tắt di sản nghệ thuật khổng lồ nhưng đầy tranh cãi của Picasso, cùng góc nhìn mỉa mai của hậu thế về sự tương phản lớn giữa tài năng kiệt xuất và nhân cách đời tư.",neutral,"Giải thích về trường phái lập thể, các giai đoạn nghệ thuật (Xanh lam, Hoa hồng) và thói đa tình, ""cắm sừng"" của Picasso.",đá thủ pi cát xô :face_with_tears_of_joy:,Câu 'đá thủ pi cát xô :face_with_tears_of_joy:' có thể ám chỉ việc người dùng đang đùa giỡn về việc Picasso là một người đàn ông có nhiều mối quan hệ tình cảm. Biểu tượng mặt cười với nước mắt ám chỉ sự hài hước và đùa giỡn.,Non-Sarcastic,,"Dùng từ lóng để chê bai trực tiếp thói trăng hoa, không có lớp vỏ bọc ẩn ý.",Non-Sarcastic,,
14,youtube,foeGbXU6pGI,https://www.youtube.com/watch?v=foeGbXU6pGI,Mạng Xã Hội không còn vui nữa,"Góc nhìn chiêm nghiệm sâu sắc và thẳng thắn của vlogger đời đầu JVevermind về thực trạng đen tối, sự độc hại của mạng xã hội hiện đại, nơi con người bị thao túng bởi thế giới ảo, drama dàn dựng và các hệ thống điều hướng dư luận. Đặt vấn đề về sự thay đổi tiêu cực của mạng xã hội: từ một không gian kết nối bạn bè thuần túy trở thành nơi sản sinh văn hóa 'phông bạt', sống ảo và cuồng si danh vọng giả tạo. Chỉ trích trực diện các vụ tạo scandal, dàn dựng drama tinh vi của những người nổi tiếng (như Phạm Thoại, Thủy Tiên) nhằm thâu tóm sự chú ý của đám đông để trục lợi truyền thông. Phân tích cơ chế kỹ thuật đứng sau hậu trường mạng xã hội, giải thích cách các hệ thống bot AI, tài khoản ảo (clone) và đội ngũ seeding được dùng để kích động tranh cãi, định hướng dư luận và thao túng tâm lý người dùng. Đưa ra lời khuyên mang tính triết lý về cách bảo vệ sức khỏe tinh thần, học cách 'ngừng quan tâm' trước những thị phi vô bổ để tìm lại giá trị sống đích thực ngoài đời thực.",negative,"Chỉ trích các vụ drama của Phạm Thoại, Thủy Tiên; giải thích cách bot AI được dùng để kích động tranh luận và định hướng dư luận.",anh này mà đóng góp năng lực vào Táo Quân là ối rồi ôi luôn bồ nủng luôn,Từ 'Táo Quân' là một cách nói chỉ việc đóng góp hoặc tham gia vào một lĩnh vực nào đó. Người bình luận đang nói về việc họ nghĩ JVevermind sẽ rất thành công nếu tham gia vào lĩnh vực giải trí hoặc truyền thông.,Non-Sarcastic,,"Lời đề xuất chân thành về việc tác giả nên tham gia Táo Quân nhằm tôn vinh tài năng, không phải mỉa mai.",Non-Sarcastic,,
15,youtube,5Augh75jX6g,https://www.youtube.com/watch?v=5Augh75jX6g,HIGHLIGHTS: ARSENAL - BOURNEMOUTH,"Diễn biến toàn bộ trận đấu bóng đá kịch tính giữa Arsenal và Bournemouth. Arsenal (đội cửa trên) được kỳ vọng sẽ giành chiến thắng dễ dàng nhưng đã vấp phải sự kháng cự mãnh liệt và suýt bị cầm hòa hoặc thua, gây tâm lý căng thẳng tột độ cho người hâm mộ trước khi có màn lội ngược dòng may mắn. Arsenal kiểm soát hoàn toàn thế trận trong hiệp 1, dồn ép đối thủ và nhanh chóng có bàn thắng vươn lên dẫn trước nhờ sự áp đảo của hàng công. Bournemouth bất ngờ vùng lên mạnh mẽ vào đầu hiệp 2, khai thác các lỗ hổng phòng ngự bất cẩn của Arsenal để ghi bàn gỡ hòa khiến thế trận đảo chiều. Trận đấu được đẩy lên đỉnh điểm với một pha thổi penalty đầy tranh cãi từ trọng tài, tạo ra làn sóng phản đối dữ dội từ ban huấn luyện và cầu thủ Arsenal. Những phút bù giờ cuối cùng đầy nghẹt thở, Arsenal ghi được bàn thắng quý như vàng để ấn định chiến thắng sát nút đầy chật vật, giải tỏa áp lực nhưng để lại nhiều hoài nghi về phong độ phòng ngự.",negative,"Những sai lầm phòng ngự của Arsenal, pha penalty gây tranh cãi và cú lội ngược dòng đầy may mắn/khó khăn của đội chủ nhà.",không thể tin được là arsenal chuẩn bị mất cup,"Người dùng đang nói rằng họ không thể tin được rằng Arsenal đang chuẩn bị mất cơ hội giành chiến thắng ở một giải đấu, có thể là Premier League hoặc một giải đấu cúp khác.",Non-Sarcastic,,"Bày tỏ sự thất vọng trực tiếp, không có mâu thuẫn giữa ý nghĩa bề mặt và thực tế.",Non-Sarcastic,,
16,youtube,yM8XxAwUM_M,https://www.youtube.com/watch?v=yM8XxAwUM_M,GIẤY GHI CHÚ TÂM NGUYỆN,"Màn trình diễn ca khúc 'Giấy ghi chú tâm nguyện' ngọt ngào và trẻ trung của nhóm nghệ sĩ Lý Tiểu Nhiễm, Đường Nghệ Hân và Vương Mông tại vòng Công diễn 1 của chương trình thực tế 'Chị Đẹp Đạp Gió 2026'. Giới thiệu các thành viên trong đội hình (Lý Tiểu Nhiễm, Đường Nghệ Hân, Vương Mông), ý tưởng dàn dựng sân khấu lấy cảm hứng thanh xuân và quá trình luyện tập vất vả trước giờ G. Mở đầu tiết mục với giai điệu nhẹ nhàng, các nghệ sĩ xuất hiện rạng rỡ trong trang phục dễ thương, mang lại không khí trong trẻo và hoài niệm cho khán giả. Đoạn cao trào của ca khúc phô diễn sự kết hợp giọng hát hòa quyện, vũ đạo đồng đều và các khoảnh khắc tương tác ngọt ngào giữa các tỷ tỷ trên sân khấu. Phần kết thúc tiết mục trong tiếng reo hò cổ vũ của khán giả tại trường quay, nhận xét từ ban giám khảo và màn reaction đầy hào hứng của các nghệ sĩ khác từ phòng chờ.",positive,"Sự kết hợp giữa các nghệ sĩ Lý Tiểu Nhiễm, Đường Nghệ Hân; phong cách biểu diễn trẻ trung, mang tính giải trí thuần túy.",giây ly hôn giây tâm thân giây di chúc,"Câu 'giây ly hôn' là một cách nói chỉ một khoảng thời gian ngắn, thường là một giây. Người bình luận đang nói về việc họ thấy một sự kiện hoặc một tình huống nào đó chỉ diễn ra trong một khoảng thời gian ngắn, và sau đó là một sự kiện hoặc tình huống khác.",Sarcastic,Hypothetical,"Chuỗi giả định phóng đại ""ly hôn, tâm thần, di chúc"" để mỉa mai tiết mục tệ hại đến mức hủy hoại cuộc sống, trái ngược ngữ cảnh.",Non-Sarcastic,,
17,youtube,5Augh75jX6g,https://www.youtube.com/watch?v=5Augh75jX6g,HIGHLIGHTS: ARSENAL - BOURNEMOUTH,"Diễn biến toàn bộ trận đấu bóng đá kịch tính giữa Arsenal và Bournemouth. Arsenal (đội cửa trên) được kỳ vọng sẽ giành chiến thắng dễ dàng nhưng đã vấp phải sự kháng cự mãnh liệt và suýt bị cầm hòa hoặc thua, gây tâm lý căng thẳng tột độ cho người hâm mộ trước khi có màn lội ngược dòng may mắn. Arsenal kiểm soát hoàn toàn thế trận trong hiệp 1, dồn ép đối thủ và nhanh chóng có bàn thắng vươn lên dẫn trước nhờ sự áp đảo của hàng công. Bournemouth bất ngờ vùng lên mạnh mẽ vào đầu hiệp 2, khai thác các lỗ hổng phòng ngự bất cẩn của Arsenal để ghi bàn gỡ hòa khiến thế trận đảo chiều. Trận đấu được đẩy lên đỉnh điểm với một pha thổi penalty đầy tranh cãi từ trọng tài, tạo ra làn sóng phản đối dữ dội từ ban huấn luyện và cầu thủ Arsenal. Những phút bù giờ cuối cùng đầy nghẹt thở, Arsenal ghi được bàn thắng quý như vàng để ấn định chiến thắng sát nút đầy chật vật, giải tỏa áp lực nhưng để lại nhiều hoài nghi về phong độ phòng ngự.",negative,"Những sai lầm phòng ngự của Arsenal, pha penalty gây tranh cãi và cú lội ngược dòng đầy may mắn/khó khăn của đội chủ nhà.",gần cuối mùa năm nào cũng vậy bị rút quân mùa này về nhì nữa thì chịu luôn,"Câu 'gần cuối mùa năm nào cũng vậy bị rút quân mùa này về nhì nữa thì chịu luôn' có thể được hiểu là một cách nói về tình hình của Arsenal vào cuối mùa giải, khi họ thường gặp khó khăn và phải chấp nhận kết quả không tốt. Từ 'rút quân' ở đây có thể được hiểu là việc Arsenal bị mất lợi thế hoặc bị đánh bại. Vị trí 'nhì' ám chỉ việc Arsenal có thể kết thúc mùa giải ở vị trí thứ hai, điều mà người hâm mộ có thể không hài lòng.",Non-Sarcastic,,"Than thở chân thật về phong độ đội bóng, không có lớp vỏ bọc khen ngợi.",Non-Sarcastic,,
18,tiktok,7622268970770500885,https://www.tiktok.com/@bhmedialive/video/7622268970770500885?is_from_webapp=1,"Kết nhất cái câu ""Ú òa"" #bhmedia #tiktoknews #tinhot #yobae #giadinhn...","Video thuộc dạng talking head kết hợp reaction, trong đó người dẫn tóm tắt một drama mạng xã hội liên quan đến TikToker Lê Xuân Lộc, còn được gọi là San hoặc Thục San, thuộc nhóm Gia đình Nala. Nội dung video trình bày các mốc sự kiện, phát ngôn và hình ảnh tư liệu liên quan đến nhân vật chính, đồng thời sử dụng nhiều ảnh chụp màn hình bình luận, chứng chỉ, ảnh chế và hiệu ứng chia đôi màn hình. Người dẫn xuất hiện trong phòng làm việc, liên tục thay đổi biểu cảm, chỉ tay vào các tư liệu và phản ứng theo từng tình tiết. Text overlay dùng chữ in hoa, màu đỏ hoặc vàng để nhấn mạnh các cụm từ như “HÓNG DRAMA LÀ PHỤ, XEM BIỂU CẢM YOBAE LÀ CHÍNH”, “UÁ OÀ”, “BỤM” và “Hãy là chính mình hơn”. Âm thanh gồm lời dẫn tiếng Việt, nhạc nền nhanh và nhiều hiệu ứng meme nhằm tạo cảm giác như một bản tin giải trí trên mạng xã hội.",negative,"Dạng talking head kết hợp reaction; sử dụng split-screen, ảnh chụp bình luận, chứng chỉ và ảnh chế; người dẫn phản ứng liên tục theo diễn biến drama; text overlay in hoa và hiệu ứng meme xuất hiện dày đặc.",Nghe cuốn thiệt chứ,"Cụm từ 'Nghe cuốn thiệt chứ' là một cách nói thông dụng trong tiếng Việt, thường được sử dụng để thể hiện sự đồng ý hoặc tán thành với một ý kiến hoặc một tình huống. Trong video, người dẫn đang tóm tắt một drama mạng xã hội liên quan đến TikToker Lê Xuân Lộc.",Non-Sarcastic,,"Nhận xét tích cực, đồng điệu với tính chất cuốn hút của video drama, không chứa yếu tố trái ngược hay mỉa mai.",Non-Sarcastic,,
19,youtube,yM8XxAwUM_M,https://www.youtube.com/watch?v=yM8XxAwUM_M,GIẤY GHI CHÚ TÂM NGUYỆN,"Màn trình diễn ca khúc 'Giấy ghi chú tâm nguyện' ngọt ngào và trẻ trung của nhóm nghệ sĩ Lý Tiểu Nhiễm, Đường Nghệ Hân và Vương Mông tại vòng Công diễn 1 của chương trình thực tế 'Chị Đẹp Đạp Gió 2026'. Giới thiệu các thành viên trong đội hình (Lý Tiểu Nhiễm, Đường Nghệ Hân, Vương Mông), ý tưởng dàn dựng sân khấu lấy cảm hứng thanh xuân và quá trình luyện tập vất vả trước giờ G. Mở đầu tiết mục với giai điệu nhẹ nhàng, các nghệ sĩ xuất hiện rạng rỡ trong trang phục dễ thương, mang lại không khí trong trẻo và hoài niệm cho khán giả. Đoạn cao trào của ca khúc phô diễn sự kết hợp giọng hát hòa quyện, vũ đạo đồng đều và các khoảnh khắc tương tác ngọt ngào giữa các tỷ tỷ trên sân khấu. Phần kết thúc tiết mục trong tiếng reo hò cổ vũ của khán giả tại trường quay, nhận xét từ ban giám khảo và màn reaction đầy hào hứng của các nghệ sĩ khác từ phòng chờ.",positive,"Sự kết hợp giữa các nghệ sĩ Lý Tiểu Nhiễm, Đường Nghệ Hân; phong cách biểu diễn trẻ trung, mang tính giải trí thuần túy.",duynina bị loại hát bài này còn hay hơn 3 chị này hát :face_with_tears_of_joy: :face_with_tears_of_joy: :face_with_tears_of_joy:,"Từ 'duynina' có thể là một tên nghệ sĩ hoặc một người tham gia chương trình. Ca khúc 'Giấy ghi chú tâm nguyện' được trình diễn bởi nhóm nghệ sĩ Lý Tiểu Nhiễm, Đường Nghệ Hân và Vương Mông, và có sự kết hợp giọng hát hòa quyện, vũ đạo đồng đều và các khoảnh khắc tương tác ngọt ngào giữa các tỷ tỷ trên sân khấu.",Non-Sarcastic,,"So sánh và chê bai trực tiếp giọng hát, không có sự mâu thuẫn giữa bề mặt và ẩn ý.",Non-Sarcastic,,
20,tiktok,7628192889352293653,https://www.tiktok.com/@beatnow275/video/7628192889352293653?is_from_webapp=1,Khổ chú #beatnow #beatnetwork #beatnews,"Video kể lại câu chuyện về quán lẩu gà Mạc Thị ở Phật Sơn, Quảng Đông, Trung Quốc bỗng trở nên nổi tiếng và thu hút rất đông khách. Ông chủ quán nhiều lần khuyên khách đừng đến vì quán quá đông, nhưng lượng khách vẫn tăng khiến cả gia đình phải tham gia hỗ trợ phục vụ. Video cho thấy cảnh khách xếp hàng, bãi xe đông, con cái của chủ quán chặt gà, ghi đơn và chính quyền địa phương hỗ trợ cải thiện đường sá để đón khách du lịch. Giọng đọc tiếng Việt kể lại câu chuyện với nhịp nhanh, nhấn mạnh việc một quán ăn bình dân bỗng trở thành điểm đến nổi bật. Text overlay dùng chữ in hoa để nêu các chi tiết như “không ngon đâu đừng đến” và “con trai lái Land Rover vẫn phải về chặt gà”.",neutral,Quán ăn bình dân ở Quảng Đông đông khách bất ngờ; ông chủ khuyên khách không đến nhưng quán vẫn quá tải; gia đình chủ quán tham gia phục vụ; chính quyền hỗ trợ làm đường và điều phối du lịch địa phương.,lạnh đạo quá tuyệt vời yêu chứ ở mình mà đông khách xem 1000 bên đến hỏi thăm dẹp ngay :face_with_tears_of_joy:,"Câu 'lạnh đạo quá tuyệt vời yêu chứ ở mình mà đông khách xem 1000 bên đến hỏi thăm dẹp ngay' là một cách nói về việc quán lẩu gà Mạc Thị đã trở thành một điểm đến nổi tiếng và được nhiều người yêu thích. Chủ quán đã nhiều lần khuyên khách đừng đến vì quán quá đông, nhưng lượng khách vẫn tăng.",Non-Sarcastic,,"Bình luận khen ngợi chính quyền sở tại và chê bai thực tế trong nước, không có sự mâu thuẫn mỉa mai với ngữ cảnh video.",Sarcastic,Lexical Contradiction,Lexical Contradiction
21,tiktok,7628064166992973077,https://www.tiktok.com/@saigondailytrending/video/7628064166992973077?is_from_webapp=1,Con có ăn được thịt gà không? #SaigonTRENDING #TikTokGiaiTri #TikToknews,"Video là bản cắt ghép từ một phóng sự lớp học tiểu học trong giờ ăn bán trú. Trong đoạn đầu, cô giáo nói rằng bé Phương Anh không ăn được thịt gà nên gọi bé lên chia canh cho các bạn. Sau đó, ở phần phỏng vấn, phóng viên hỏi bé có ăn được thịt gà không và bé trả lời là có. Video dùng các đoạn zoom cận cảnh vào biểu cảm của bé, chuyển sang tông đen trắng ở cuối và thêm nhạc nền kiểu điều tra để tăng cảm giác kịch tính. Text overlay gồm các câu như “Mong VTV theo dõi năm nay bạn Phương Anh có được lên lớp không?”, “Ủa?” và “Có ạ”. Nội dung tập trung vào sự khác biệt giữa lời cô giáo nói và câu trả lời trực tiếp của học sinh trong phóng sự.",neutral,Bối cảnh lớp học giờ ăn bán trú; cô giáo gọi bé Phương Anh đi chia canh; phóng viên phỏng vấn bé về việc ăn thịt gà; text overlay nhấn mạnh câu “Ủa?” và “Có ạ”; cuối video có nhạc nền kịch tính.,không biết mình có suy nghĩ sai không nhưng mà nền giáo dục mình có kiểu bệnh thành tích ấy nên xem lại bằng đại học ở Việt Nam nhiều vô kể vào đại học rất dễ tốt rât nhiều tiền để học mà học xong lại không biết đi đâu về đâu thất nghiệp vô số các nước khác người ta vào đại học rất khó nhưng khi đã ra thì lại khác Việt Nam nên suy nghĩ về những gì tôi nghĩ cho nước nhà cho người dân,"Người bình luận đang nói về vấn đề 'bệnh thành tích' trong nền giáo dục Việt Nam, nơi mà việc vào đại học rất dễ nhưng việc tìm việc làm sau khi tốt nghiệp lại rất khó. Họ đang so sánh với các nước khác, nơi mà việc vào đại học rất khó nhưng khi đã ra trường thì lại có nhiều cơ hội việc làm.",Non-Sarcastic,,"Bình luận là ý kiến cá nhân dài dòng về nền giáo dục, chê bai trực tiếp, không có yếu tố mỉa mai ngầm ẩn.",Non-Sarcastic,,
